seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes	probes
chr1	146548469	146548657	189	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0199330049369139	0.018809806816283	HYDIN2	cg11655389;cg22671717
chr1	153950187	153950267	81	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00117843327365729	0.000530234888746805	CRTC2	cg09148738;cg14662119
chr1	160255758	160255804	47	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00161187203751068	-0.00050498806479111	DCAF8, AL139011.2	cg22449901;cg18198545
chr1	160856347	160856352	6	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00400937289002554	0.00287974040920716	CD244	cg10388017;cg20929557
chr1	178007283	178007364	82	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00203260639386189	-0.000158313531116793	CRYZL2P-SEC16B, CRYZL2P	cg15166311;cg17110006
chr1	224528748	224528783	36	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00856707470929241	0.00437734972463768	CNIH3	cg15988514;cg17296990
chr1	228109169	228109530	362	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00190472208013633	0.00163613299232731	MRPL55	cg24312489;cg25940008
chr1	230249965	230250010	46	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00298029411764709	0.00285638103026424	GALNT2	cg16314254;cg17737409
chr1	231176985	231177008	24	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00895306941176472	-0.00647061033034953	TRIM67	cg03432338;cg17199320
chr1	248005715	248005719	5	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00239840520034091	4.59564791133202e-05	NA	cg21542666;cg20805835
chr2	1133865	1133947	83	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000874973913043467	-0.000354578857630004	SNTG2	cg16649723;cg10325383
chr2	11484111	11484593	483	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00234645480818415	0.00194576809292413	GREB1	cg04779211;cg17963935
chr2	24162441	24162568	128	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00345513572037511	0.00229598742242114	FAM228B, AC008073.3	cg01853276;cg00058708
chr2	27193331	27193339	9	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00043992927365729	-0.000118459736146633	NA	cg15315096;cg01925962
chr2	27603239	27603611	373	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000646455351236148	-0.000423974086530263	ZNF512, AC074091.2	cg23337289;cg10578602
chr2	30371369	30371484	116	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00718356368286441	0.0035206979838022	NA	cg22478952;cg19743666
chr2	45168246	45168507	262	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00807652160869567	-0.00359339504560956	LINC01121	cg06622151;cg09615101
chr2	61404861	61405051	191	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0019150579369139	0.00164524536658142	USP34	cg15118503;cg20158317
chr2	88367362	88367503	142	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00420281713554997	0.00323781956521735	NA	cg14559139;cg03704645
chr2	114034534	114034595	62	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0119303180733163	0.00812908020460359	NA	cg04746199;cg24409539
chr2	114035619	114035983	365	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00732218838022164	0.00640040290878089	NA	cg09250933;cg06881093
chr2	128990465	128990739	275	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00359569948849106	0.00221428082182439	NA	cg19124521;cg22593554
chr2	153032057	153032159	103	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00119602389599318	-0.000142423836317136	NA	cg03320037;cg09558414
chr2	162016888	162017044	157	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000984777331628309	-0.000828800158141523	DPP4	cg18584907;cg00719323
chr2	191745649	191745736	88	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000137679393861893	-5.75121551577183e-05	NA	cg21497043;cg16975027
chr2	203500527	203500768	242	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000449344083546463	-0.000279755051150894	RAPH1	cg26207408;cg03052137
chr2	223169586	223169609	24	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00163257358056267	-0.000699556456948001	KCNE4	cg15825116;cg09486778
chr2	234762281	234762614	334	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00649375336743396	-0.00405198965473147	NA	cg04550103;cg21133613
chr2	242255838	242256053	216	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00173933644501279	0.000988896922421142	NA	cg02226385;cg14353516
chr3	46775544	46775569	26	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.003788810367434	0.00186337809590802	AC109583.1, AC109583.4	cg11577196;cg13736369
chr3	47517807	47517819	13	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00691782097186704	0.00432996355498724	NA	cg27386529;cg26614073
chr3	48230338	48230398	61	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00204408695652172	9.40643648763532e-05	NA	cg00874581;cg22682751
chr3	49699577	49699758	182	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00073489556692234	0.000193670375106529	RNF123	cg15543490;cg20398892
chr3	66022776	66023157	382	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00802739275362308	0.00275612421142364	MAGI1	cg04197347;cg25338423
chr3	129290549	129290604	56	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00206365995481669	0.000116144939045179	HMCES	cg02308914;cg25333181
chr3	184243411	184243718	308	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000301948427109971	-0.000220115127450978	ALG3	cg16657164;cg10747118
chr4	1864134	1864183	50	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00724295764705883	0.00460503413043479	NA	cg27207881;cg06148974
chr4	6754822	6754918	97	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00587677493606138	0.00377127195225914	NA	cg26319827;cg13184814
chr4	8375240	8375268	29	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00146034774083545	0.000593772975277109	ACOX3	cg01428397;cg03791579
chr4	11430724	11430903	180	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0038684876743393	-0.00100120154390452	AC006230.1	cg13735282;cg01462829
chr4	90758120	90758216	97	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00451993468030691	-0.00302902609548168	CCSER1	cg00193021;cg08708229
chr4	156588175	156588326	152	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00132779495311168	0.000354840040494452	AC096736.3	cg22276332;cg09912350
chr4	166794206	166794267	62	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00206941547314578	-0.000687164471440761	SPOCK3	cg11678324;cg01606085
chr4	183729073	183729176	104	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.004324853026428	-0.00354133141517479	AC108477.2	cg20639618;cg09197432
chr4	184242831	184243006	176	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00825311236146635	0.00387648580562663	NA	cg05040725;cg07080867
chr4	184328462	184328596	135	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00261705318840579	-0.00222222039343563	NA	cg01219382;cg27140441
chr4	187013536	187013645	110	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000269684285592624	-0.000240641515771577	AC110772.2, AC110772.1	cg27174978;cg17081048
chr4	189258195	189258348	154	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00208809676044327	0.00160735882352934	NA	cg06079147;cg22740817
chr5	34930421	34930618	198	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0009722958567775	0.000736143081841436	DNAJC21	cg09934003;cg15881711
chr5	111756104	111756360	257	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00152518019607843	0.000830605349531115	NREP	cg06071701;cg21239798
chr5	122181680	122181750	71	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00179319472293266	0.00175543902387043	AC010255.2	cg03255556;cg19412675
chr5	122430434	122430476	43	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0076917074441603	-0.00185203182225065	SNCAIP	cg02081006;cg23289079
chr5	134736506	134736598	93	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00869487186700766	-0.00636146364023875	NA	cg23137088;cg26902279
chr5	134880436	134880580	145	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00328498695993182	0.0030283251312873	TXNDC15	cg26620710;cg25916993
chr5	139555389	139555533	145	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0035506473657289	-0.00264375808354647	UBE2D2	cg08836619;cg12588763
chr5	140208077	140208201	125	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0154924527706735	-0.00273037796248936	CYSTM1	cg07459170;cg02047300
chr5	140237485	140238079	595	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0103622982949701	-0.00208437332352945	CYSTM1	cg12193929;cg18906028
chr5	141404564	141404761	198	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00808962882097187	0.00420629643094629	PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6, PCDHGA7, PCDHGB4, PCDHGA8, PCDHGB5, PCDHGA9	cg16343820;cg24079969
chr5	145724352	145724443	92	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00298390000767263	0.00170089410315431	PRELID2	cg06792340;cg17546366
chr5	153417076	153417925	850	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000250562983802219	-7.2314057970968e-05	NA	cg03707950;cg02679779
chr5	159776351	159776435	85	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00270421628303494	-0.000150530818414247	AC008691.1, LINC01847	cg11616237;cg00549609
chr5	162932808	162933105	298	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0165756886410912	-0.0083918411023018	AC113414.1	cg11204780;cg18333662
chr5	172982357	172982489	133	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000963093684569337	-0.000542430321824299	NA	cg08371532;cg20683802
chr5	173314531	173314559	29	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0177791161125319	0.0115702231035806	NA	cg25122699;cg14454798
chr5	174350112	174350186	75	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0107634651219097	0.00581612326854224	LINC01411	cg05526438;cg02565647
chr5	175125282	175125473	192	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00216618252344421	0.00188701321398127	NA	cg23111300;cg23993511
chr5	176543901	176543964	64	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0102670566496164	0.00898537408482525	CDHR2	cg00169725;cg23476877
chr5	176561447	176561865	419	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00291252193009377	-0.00188545870588235	CDHR2	cg03536787;cg24711224
chr5	177824353	177824403	51	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00377770571184997	-0.00236859258312021	AC106795.1	cg08354401;cg11770816
chr5	177853481	177853574	94	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0203720780673486	0.0118663126057118	AC106795.1	cg07858195;cg18009093
chr5	177895047	177895442	396	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0127984849957375	0.00305364799658989	AC106795.1	cg22051146;cg11191555
chr6	14282571	14282715	145	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00554855234441596	-0.00173630745950553	LINC01108	cg15348319;cg05801872
chr6	27720905	27721064	160	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.000351286692242122	4.14844232736604e-05	NA	cg04928372;cg10878531
chr6	32802924	32802958	35	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00276576146632566	-0.00072758425490189	NA	cg25139471;cg08358188
chr6	40359007	40359130	124	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00919984791133849	-0.00630984693094629	TDRG1, AL139275.1	cg01200021;cg07369374
chr6	52442344	52442381	38	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00235442960784314	0.000736592219096332	EFHC1	cg17216600;cg22248011
chr6	87607178	87607195	18	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00810171558056261	0.00650080638363169	ORC3	cg08255233;cg09447217
chr6	100896392	100896674	283	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00121957996589945	-0.000416075745950569	NA	cg00087368;cg16565394
chr6	100911526	100911550	25	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0096478854219949	-0.000952465208866156	NA	cg12865837;cg24592906
chr6	152795042	152795102	61	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.014714253716965	0.00863588960358062	LINC02840	cg21606405;cg07092233
chr6	161557748	161557754	7	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.011723910400682	0.00820486716538789	PRKN	cg17999280;cg09221482
chr6	167039963	167040440	478	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.000236892276214834	4.54813853367423e-05	CEP43, Z94721.2	cg08802604;cg02565068
chr6	168147981	168148018	38	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00366286410912192	-0.00171108000852511	NA	cg03703733;cg18469813
chr6	168390888	168390911	24	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00109672101875519	0.000745987341858398	NA	cg02368583;cg13488284
chr6	168797235	168797376	142	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00344380085251484	0.00170913243819265	NA	cg05388401;cg17308726
chr6	169569703	169569740	38	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00193390008525153	-0.000682173827792075	AL031315.1, WDR27	cg16070740;cg25731866
chr7	1233285	1233469	185	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.011458021196931	-0.00918600471611259	UNCX	cg02387554;cg14433314
chr7	3084077	3084516	440	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0080498574595055	-0.00222813431372543	AC024028.1	cg06173509;cg18321354
chr7	4118609	4118685	77	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0041287630460359	0.00363171637084403	SDK1	cg01310605;cg06332777
chr7	4820767	4820880	114	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00557637740835455	0.00255729484228466	RADIL	cg21086902;cg00083265
chr7	6616919	6617015	97	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00127418522932652	-0.000505099531543053	ZNF853	cg10501074;cg06218066
chr7	43151828	43151877	50	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0211941128729753	0.0131656012787724	HECW1, HECW1-IT1	cg25803632;cg01971676
chr7	47479433	47479511	79	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00304304433077572	0.000923445396419397	TNS3	cg26672672;cg09696706
chr7	100034454	100034753	300	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00400250025575446	0.00252266625745949	ZKSCAN1	cg27321079;cg01314743
chr7	101330867	101331643	777	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00216704995737431	-0.00120295180306908	NA	cg00573948;cg01392097
chr7	127807832	127808092	261	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00276372145780053	0.00121766466155159	SND1	cg08619651;cg09079909
chr7	150026998	150027050	53	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00357283444160274	-0.00090724373401528	NA	cg09137301;cg04999691
chr7	150145454	150145527	74	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0154090713554988	0.00554771649616368	NA	cg27600265;cg18581929
chr7	150644866	150645092	227	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00570275234441603	0.000133384208013669	NA	cg17402325;cg05998486
chr7	155790801	155790956	156	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0122510280477408	-0.00692820435038365	NA	cg12712184;cg09016797
chr7	157937468	157937891	424	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00205060213128748	-0.00104950315430534	PTPRN2	cg17360832;cg21380084
chr8	832260	832917	658	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0163148420289856	0.0131444692242114	DLGAP2	cg03494825;cg21352158
chr8	1094770	1094826	57	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00276164761295823	-0.00242119441602728	DLGAP2	cg02698900;cg03636930
chr8	1381012	1381090	79	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00432085959079283	-0.00295339529326509	DLGAP2, AF067845.5	cg03917158;cg16457307
chr8	65293126	65293734	609	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00128987920716112	-0.000540139113384481	NA	cg07773510;cg16464373
chr8	99182441	99182490	50	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00131992548167092	0.000734658482097185	VPS13B	cg03588039;cg11956930
chr8	134224814	134224890	77	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0038556040068202	-0.00159479181585685	AC105180.2, AC105180.1	cg04421974;cg15463563
chr8	141644455	141644897	443	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000524162628303502	-0.000284238005541352	AC025839.1	cg13383332;cg16286776
chr8	144416404	144416485	82	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00299079266837173	0.000270642071611279	SLC39A4	cg23629150;cg12188860
chr8	144460945	144461183	239	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00336012208013641	0.00181911665814151	CYHR1	cg05991938;cg23961973
chr8	145018075	145018185	111	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000178447465473145	-3.99906240409201e-05	NA	cg21550172;cg26763284
chr8	145028093	145028103	11	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00530754665899404	0.00282270102557544	NA	cg06452769;cg14234406
chr9	19789287	19789383	97	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0178035407502131	-0.00620126986359762	AL158077.2	cg19143209;cg14633398
chr9	27610826	27610877	52	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0128418045183291	0.00727822720630862	NA	cg13615109;cg13716323
chr9	35757158	35757314	157	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.000741569531116803	0.000117862558397276	RGP1, AL133410.2	cg13439181;cg20227976
chr9	96708224	96708288	65	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00219990796248934	0.00129617887041773	AL589843.1	cg13867237;cg00196372
chr9	126807511	126808013	503	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000415230153452685	-0.000326994914748484	ZBTB43	cg00938819;cg03923432
chr9	133413080	133413095	16	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00594651611253198	0.0031412853367434	REXO4	cg13850401;cg07392601
chr9	139872839	139872871	33	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.001719112685422	-0.000883925120630859	NA	cg14608180;cg21240441
chr9	139910045	139910220	176	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00195840238704162	0.00158944121227622	NA	cg01229519;cg13959595
chr10	7830180	7830420	241	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000933436930946299	-0.000351462979539643	TAF3	cg16722292;cg00311046
chr10	13425475	13425688	214	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0189517705882354	0.012312738768116	NA	cg05860475;cg04907738
chr10	44806558	44806753	196	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.000885524576300103	0.000561799526001714	EIF2AP4, TMEM72-AS1	cg03516452;cg04192327
chr10	63660958	63661065	108	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00255469106564364	-0.00151255244799658	NA	cg25961903;cg06062519
chr10	72454006	72454026	21	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000448281948849237	-0.000174652611253265	MICU1	cg06982745;cg14557288
chr10	80829147	80829916	770	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00502780718670079	-0.0026269172165388	NA	cg18898693;cg02294146
chr10	86998609	86998622	14	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00368103631713547	-0.00127804030605283	AGAP11, BMS1P3, AL136982.1, AL136982.6	cg12234392;cg09287096
chr10	94429542	94429569	28	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00292583222506401	0.000145105439897633	TBC1D12	cg25093409;cg27023235
chr10	94826314	94826319	6	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00729032259164532	0.0054022172634271	AL583836.1, CYP2C19	cg06857304;cg02466572
chr10	96305958	96306137	180	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.000971986820119352	0.000803090183290709	DNTT, AL136181.1	cg07489134;cg07388132
chr10	102905737	102906057	321	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00279161955669225	0.00154727429283888	AL356608.3	cg00961866;cg26701408
chr10	112839302	112839446	145	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0045516065643648	0.00115954739982942	NA	cg11367939;cg19032597
chr10	115615055	115615082	28	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.000926655345268541	-7.45523358908788e-05	ATRNL1	cg01604073;cg23404562
chr10	118387095	118387327	233	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.0342536880647912	-0.0314282075873828	LINC00867	cg24689026;cg01175142
chr10	131151594	131151653	60	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00889802472293265	0.00725203491048587	TCERG1L	cg05822658;cg11688553
chr10	131765379	131765778	400	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00307858605797102	-0.000613559055413474	NA	cg16620392;cg17160984
chr11	420266	420681	416	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.0154744628303495	0.00914431152301788	ANO9	cg19528419;cg05122969
chr11	1717919	1718086	168	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	-0.00201874518329068	-0.00100645980392156	NA	cg01703086;cg09750643
chr11	1959865	1960093	229	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00983212710230178	0.00631039521696504	MRPL23	cg19130860;cg17223748
chr11	7694163	7694188	26	*	2	0.999653957653172	0.999999999011741	0.999988945180933	0.999999999755583	0.00426999369138969	0.00258299710144933	OVCH2	cg05919312;cg07058027
