seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes	probes
chr6	29404724	29404733	10	*	3	0.228727724720091	0.999935153887501	0.96065389461816	0.999757517236768	-0.0371925043162831	-0.027780149776357	OR5V1	cg17512539;cg02270518;cg15148691
chr19	22700397	22701260	864	*	3	0.370903140872812	0.999967894424904	0.976860232305438	0.999947781557876	0.0374896375106565	0.0249136036089799	AC024563.1	cg21867110;cg17780447;cg08206906
chr19	49000743	49001890	1148	*	4	0.151193985919185	0.999978614871681	0.955422951425634	0.9999633444898	-0.0721911864791133	-0.0450740133729753	RUVBL2	cg20724680;cg02784823;cg26280727;cg06862049
chr1	1226929	1227307	379	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0157845132139812	0.012409688245098	SDF4	cg15683497;cg20978193
chr1	9131622	9131783	162	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00389395122932654	0.00185869547996585	NA	cg02289343;cg17243628
chr1	16847214	16847839	626	*	2	0.449770952148931	0.999926251081934	0.996358762589129	0.999973514994741	-0.0185569039923274	-0.016572387673913	CROCC	cg06849778;cg07925738
chr1	17004764	17004808	45	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00801316329156006	0.00286229528900253	AL049569.1, ATP13A2	cg12442246;cg13486430
chr1	26490540	26490628	89	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0139180696598466	-0.0128719231419438	NA	cg24519413;cg03844060
chr1	26527909	26527928	20	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00916406550724627	0.00353810528644488	NA	cg08133631;cg20415053
chr1	28572299	28573052	754	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00434128844160265	0.00218640948039212	TRNAU1AP	cg02251754;cg04993605
chr1	75592950	75593018	69	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00442179357203752	-0.000866828201193536	SLC44A5	cg01005080;cg09766820
chr1	76189707	76189770	64	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.014121078397272	0.0113726873657289	ST6GALNAC3	cg22875332;cg10523679
chr1	149186391	149187149	759	*	2	0.730837067630525	0.999926251081934	0.996358762589129	0.999973514994741	-0.0517897379011083	-0.023833328029838	AC245297.3	cg22700790;cg11710152
chr1	153599704	153599831	128	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0279635478456949	-0.0258540195136403	BX470102.2	cg11343894;cg02331910
chr1	161349006	161349116	111	*	2	0.960199477787429	0.999926251081934	0.996358762589129	0.999973514994741	-0.0732352306905371	-0.0677342738265133	SDHC	cg02954704;cg25597117
chr1	180923076	180923340	265	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0305393849829497	-0.0289342969791134	KIAA1614	cg00579423;cg03058232
chr1	182921851	182921857	7	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0117588882549019	-0.00500540887595909	SHCBP1L	cg02710296;cg08787039
chr1	228075423	228075749	327	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0278827204893437	-0.0240186015498722	LINC02809	cg13092405;cg10962762
chr1	247569605	247569791	187	*	2	0.969749802012569	0.999926251081934	0.996358762589129	0.999973514994741	0.0869704293350384	0.0462396078090367	GCSAML, AL606804.1	cg02567750;cg02274974
chr2	863889	863938	50	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0322835378516623	0.0198673993606138	LINC01115	cg06699195;cg06791546
chr2	1801628	1802045	418	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0386505869565218	0.0383329088235294	AC093390.2, MYT1L	cg21862353;cg26094651
chr2	3486749	3487164	416	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00381812404092074	0.000309491560102337	NA	cg15541040;cg08493051
chr2	74357851	74357872	22	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0405416126172209	-0.0336163497442456	AC006030.1	cg20891558;cg19729930
chr2	91936984	91937035	52	*	2	0.818718845363003	0.999926251081934	0.996358762589129	0.999973514994741	0.0200588739411764	0.0194342667233589	NA	cg05354971;cg24938881
chr2	92262463	92262806	344	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0119604209565216	-0.0018112238098891	NA	cg04944682;cg05269440
chr2	95523721	95524174	454	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00806292719522592	-0.00331583256606991	NA	cg00224886;cg04693256
chr2	108904503	108904812	310	*	2	0.864965321319762	0.999926251081934	0.996358762589129	0.999973514994741	0.0481512412617221	0.0282561194373402	EDAR	cg17287107;cg13968390
chr2	112898400	112898493	94	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0289347297203752	0.0193875174603581	NA	cg09982942;cg17240135
chr2	121433170	121433298	129	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0114889086956522	0.00621516771952261	CLASP1	cg12736501;cg06573245
chr2	130691738	130691882	145	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00375155972549019	-0.00101803924467177	FAR2P3	cg08886046;cg11722376
chr2	131009324	131009681	358	*	2	0.780834068455451	0.999926251081934	0.996358762589129	0.999973514994741	0.0519542954774084	0.0353892567753623	ARHGEF4	cg19257464;cg14417784
chr2	233216150	233216220	71	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0125133620878091	0.00961884325191817	ATG16L1	cg17871621;cg11946719
chr2	235453863	235453893	31	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00870480222506395	-0.0045417649249787	NA	cg03594311;cg09547625
chr2	240241154	240241218	65	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00993693026427974	-0.00936609543265139	AC124861.1	cg07673080;cg10639368
chr3	10806114	10806133	20	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0179029134433078	0.00823914569437341	NA	cg22843684;cg22620414
chr3	13594970	13595054	85	*	2	0.739694069596765	0.999926251081934	0.996358762589129	0.999973514994741	0.0158632800511509	0.0140990723358909	FBLN2	cg23080199;cg02832485
chr3	50230536	50230988	453	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00699712216538794	0.000894244305200358	GNAI2	cg04383462;cg03855994
chr3	100401200	100401284	85	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00443364344757045	-0.00375788118670082	NA	cg18745424;cg00186462
chr3	138763894	138763899	6	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0214582621125321	-0.0164250229497017	PIK3CB	cg24530147;cg14325153
chr3	195576390	195576629	240	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0262222887664109	0.018093672473572	APOD	cg15729578;cg01079515
chr4	640348	640503	156	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0218371552429669	0.0193326475238705	PDE6B	cg26693817;cg11229771
chr4	1243980	1244006	27	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0247479938346121	-0.0183022237966752	CTBP1	cg26479374;cg16399632
chr4	1567878	1567939	62	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0175640339300938	0.0166201904092072	NA	cg26116639;cg03237316
chr4	1580193	1580377	185	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0393494450426258	-0.0192416691129582	AC147067.1	cg13943068;cg03393996
chr4	2303638	2303660	23	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00537471841432228	-0.00303966559633425	AL158068.2, ZFYVE28	cg07042007;cg14405197
chr4	3597580	3597739	160	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00487355379369145	0.0023032291679454	NA	cg25076318;cg17563376
chr4	6675309	6675513	205	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0239224669224211	-0.0131881559335038	AC093323.1	cg04672903;cg23576358
chr4	25162716	25162898	183	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00122123420289855	-0.000793656074168802	SEPSECS-AS1, PI4K2B	cg19113954;cg02722613
chr4	56023843	56023921	79	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00950191590707586	0.00913424924467178	CEP135	cg01777861;cg09978860
chr4	74921023	74921425	403	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00460848269394717	-0.00416111909633415	NA	cg03163246;cg12684958
chr4	89619051	89619053	3	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00523344306479114	-0.0051215404582268	AC093866.1, AC097478.4	cg19151808;cg01026744
chr4	170695598	170696369	772	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0106759494458654	-0.00992665976129589	NA	cg03122247;cg23337866
chr5	53545	53564	20	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00958446216027279	0.00407343876982097	NA	cg05648010;cg22807585
chr5	565934	565937	4	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0332333456956521	0.0282587777058824	NA	cg01299774;cg04136185
chr5	27472520	27472542	23	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00995369411764713	0.00834249075021316	PURPL	cg08221830;cg02003460
chr5	37952598	37952644	47	*	2	0.810929893494595	0.999926251081934	0.996358762589129	0.999973514994741	0.00596077549019608	0.00524386043052003	GDNF-AS1	cg10606029;cg14121987
chr5	132323674	132323789	116	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00493218059249787	-0.00198846578644497	SLC22A4, MIR3936HG	cg02082720;cg26083389
chr5	140220803	140220810	8	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00827455123614663	0.00360794697357202	CYSTM1	cg04634417;cg02560085
chr5	176797920	176797999	80	*	2	0.899599163561298	0.999926251081934	0.996358762589129	0.999973514994741	0.081047191597613	0.0744987636577153	NA	cg06060754;cg16006841
chr5	179059426	179059668	243	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00875138220289842	0.00745565699786867	NA	cg24585418;cg26135573
chr6	362023	362047	25	*	2	0.969749802012569	0.999926251081934	0.996358762589129	0.999973514994741	0.0101313879778346	0.00411180008439892	NA	cg22776235;cg07977946
chr6	10099623	10099656	34	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.02512011543052	0.0249792449279625	OFCC1	cg16613240;cg09285851
chr6	28830902	28831109	208	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0169501894288152	-0.0100635629156011	NA	cg16677399;cg00903577
chr6	28853021	28853050	30	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0228852410920716	-0.0185071242595909	NA	cg24867279;cg26481402
chr6	31237824	31238036	213	*	2	0.69342781691709	0.999926251081934	0.996358762589129	0.999973514994741	0.0339769924978687	0.0277059775362319	NA	cg11247343;cg13872627
chr6	32427751	32427868	118	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0297844676044331	-0.0237328794543904	NA	cg15837308;cg12672189
chr6	79339334	79339518	185	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0190737425387894	0.0166807045174765	NA	cg11074783;cg21365924
chr6	159360073	159360209	137	*	2	0.812229840153219	0.999926251081934	0.996358762589129	0.999973514994741	0.034961395688832	0.0309138256790281	AL357832.1	cg16073143;cg18373855
chr6	160182438	160182447	10	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0278290131543052	0.0274334350170503	SLC22A2	cg15298323;cg06131755
chr6	161561031	161561066	36	*	2	0.810929893494595	0.999926251081934	0.996358762589129	0.999973514994741	0.0153949721227621	0.0145084569978687	PRKN	cg26834192;cg09655876
chr6	170055155	170055332	178	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0121294132139813	0.0120762846547315	NA	cg11938672;cg18322025
chr6	170732253	170732353	101	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0187101936351236	0.0152805689416027	AL672310.1	cg18217622;cg07257824
chr7	4305042	4305061	20	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0234102936913896	0.0214172038363172	NA	cg20597403;cg12190994
chr7	6867070	6867074	5	*	2	0.810929893494595	0.999926251081934	0.996358762589129	0.999973514994741	0.0191287295822677	0.00983239914748509	OR7E136P	cg06141004;cg00795616
chr7	23220582	23220997	416	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0100319020460358	0.00660187186700766	NA	cg00731739;cg20723844
chr7	32358331	32358540	210	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0198891683716965	-0.0167804510230179	PDE1C	cg27532318;cg27511599
chr7	44078913	44079036	124	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0134536505967605	0.00774526467178177	POLM	cg07019075;cg14743534
chr7	44152238	44152333	96	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00379216479113377	0.0023006979113384	GCK	cg06475514;cg18628255
chr7	64034943	64035529	587	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0155112004262574	0.0131022323103154	NA	cg03873153;cg21144063
chr7	64043012	64043193	182	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.012843961884058	-0.00437999702173913	NA	cg07063559;cg19103175
chr7	134856562	134856654	93	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0132403619778346	0.00947386163682862	CALD1, AC083870.1	cg19882784;cg19889856
chr7	135662562	135662974	413	*	2	0.810929893494595	0.999926251081934	0.996358762589129	0.999973514994741	-0.079623678817562	-0.0412796385136403	STMP1	cg21537187;cg22530927
chr7	142705139	142705225	87	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00379421672208015	-0.00101571599957375	NA	cg21245936;cg06564125
chr7	155151195	155151427	233	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0161965865302643	0.0121979509032395	NA	cg26463496;cg14927855
chr7	158766061	158766336	276	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0148239047740836	-0.0100157439471441	ESYT2	cg25332918;cg01219135
chr7	158905015	158905536	522	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0218927986521739	0.0199446883286445	DYNC2I1	cg05554000;cg08479516
chr8	697110	697169	60	*	2	0.512304886771214	0.999926251081934	0.996358762589129	0.999973514994741	0.0295436828644501	0.0178089003836318	ERICH1	cg11774251;cg00641933
chr8	1153329	1153402	74	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00314085507246372	-0.00113031010230173	DLGAP2	cg07699771;cg23785114
chr8	1757958	1758023	66	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00140451193520866	-0.00121669778346107	CLN8	cg03411742;cg14682990
chr8	2591207	2591411	205	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00767851236146639	0.00055604100255757	AC245123.1	cg04671734;cg08242633
chr8	57030523	57030824	302	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00465035864876387	-0.00432568143393009	NA	cg08415582;cg18041277
chr8	83353753	83353898	146	*	2	0.514919219051309	0.999926251081934	0.996358762589129	0.999973514994741	0.0336388066999149	0.0203639067719523	NA	cg25434864;cg12168112
chr8	141359674	141359786	113	*	2	0.904514240965185	0.999926251081934	0.996358762589129	0.999973514994741	0.0378832598465474	0.0308558938192669	GPR20	cg06565641;cg11256152
chr8	142401534	142401722	189	*	2	0.969749802012569	0.999926251081934	0.996358762589129	0.999973514994741	0.0350293730477408	0.0265316215196078	TSNARE1	cg17903548;cg22052514
chr8	145755804	145755974	171	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00768651722080133	-0.000579041176470554	NA	cg13514324;cg26259926
chr9	68410538	68411051	514	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0228956922421145	-0.0159662526427964	PGM5	cg13693646;cg15850063
chr10	464042	464225	184	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0222682570332481	0.0158005637890026	DIP2C	cg26499095;cg05528280
chr10	835070	835505	436	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00929140130520039	0.00322128910102304	LARP4B	cg10556349;cg20503657
chr10	2543474	2543763	290	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0342801611849958	0.0312660425277067	AL713851.1	cg18171855;cg15501526
chr10	3564782	3564803	22	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00291116531969292	0.00172364745694787	NA	cg01448155;cg23503075
chr10	18550135	18550223	89	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0103161161125321	0.00962945316965051	NSUN6	cg26576398;cg15720089
chr10	27235598	27235627	30	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0144387167587384	-0.00163922636743394	ACBD5	cg20137746;cg02617791
chr10	114912080	114912149	70	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00560422702472286	0.00254499899403234	NA	cg15807455;cg17608440
chr10	126222996	126223236	241	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0142277241261722	0.0125305623248082	ADAM12	cg25260426;cg04726013
chr10	131989784	131989849	66	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0133928126231885	4.01760899403575e-05	NA	cg26187194;cg11372818
chr10	132099553	132100019	467	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0595195194373402	-0.0581006735464621	JAKMIP3	cg07040013;cg12765123
chr10	134304028	134304461	434	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00455385541346974	0.00207149066496175	NA	cg25798024;cg12538467
chr10	135259565	135259860	296	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0115421162591644	0.0114810346001705	NA	cg05670004;cg16692735
chr10	135436063	135436174	112	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00569306717817569	0.00447740571184997	NA	cg14291745;cg22165279
chr11	358332	358438	107	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0015412102003411	6.81114514066753e-05	NA	cg09929763;cg11062778
chr11	396794	397077	284	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0269641923103155	0.0258328837412617	PKP3	cg25258098;cg01794156
chr11	1283946	1283970	25	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0170807873793691	0.0147092159109122	TOLLIP	cg01274643;cg15363314
chr11	58598239	58598338	100	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.022554236122762	0.0167196013520886	ZFP91, ZFP91-CNTF	cg02220129;cg11909574
chr11	68637568	68637592	25	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00421963392924127	-0.00380630859292414	NA	cg04772025;cg06028808
chr11	69813290	69813323	34	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00287945021568629	-0.000694551194799689	FGF3	cg08291433;cg23207244
chr11	112096625	112096781	157	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0138699812958227	0.0132217775106564	SDHD, AP002884.2	cg15300101;cg12822818
chr11	125744082	125744170	89	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00352359420289856	0.00248033520886617	NA	cg22125989;cg10103906
chr11	133658009	133658113	105	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0209964952438192	-0.0170126681675191	NA	cg11395954;cg10486069
chr11	133703094	133703707	614	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.021940562665814	-0.0132833866611253	NA	cg06766960;cg14349672
chr12	312595	313104	510	*	2	0.969749802012569	0.999926251081934	0.996358762589129	0.999973514994741	-0.0372269361466326	-0.0323885469011083	KDM5A	cg05860956;cg20188212
chr12	2017093	2017134	42	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0178403250639386	0.00850689224211426	CACNA1C	cg11957400;cg24856673
chr12	19936477	19936611	135	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.017042606393862	-0.0115556127510657	AC024901.1	cg00697301;cg07238058
chr12	39538604	39538854	251	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.00899749343563517	-0.0024285544330776	NA	cg03562770;cg20762480
chr12	57040199	57040204	6	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00205075128729753	0.00119388705115089	MYO1A	cg03249590;cg06679265
chr12	113842988	113842998	11	*	2	0.810929893494595	0.999926251081934	0.996358762589129	0.999973514994741	0.00648155234441601	0.00379187583120206	RBM19	cg16937004;cg15277108
chr12	130765858	130766091	234	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00715289056862746	0.00191544017092925	NA	cg11710851;cg14604444
chr12	130823838	130824015	178	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0184129958312021	-0.0159854647046036	STX2	cg23548151;cg13900773
chr12	132293329	132293388	60	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0170044771526001	0.0106602171781756	GALNT9	cg00078996;cg04063615
chr12	132335537	132336407	871	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.00821391696504693	0.0055081952800512	NA	cg11904978;cg10890403
chr12	133050826	133051136	311	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.034245226513214	0.0302792708175618	ZNF84	cg25822783;cg07099606
chr13	24901961	24902500	540	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0180818618746802	0.00928673715728893	CENPJ	cg02811702;cg17537073
chr13	50194554	50194643	90	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0108939838363171	0.00907559537084393	DLEU1	cg08779649;cg03651054
chr13	97646639	97646731	93	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0114329133341858	-0.00762468394714407	NA	cg03371199;cg13990092
chr13	112575735	112575966	232	*	2	0.989979418702679	0.999926251081934	0.996358762589129	0.999973514994741	0.0348230268439897	0.0269527105660699	TUBGCP3	cg08121117;cg11336860
chr13	112823367	112823520	154	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0179197050298381	0.0171399780903666	ATP11A	cg09897501;cg01698579
chr13	112978683	112978703	21	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	0.0183792198635977	0.0126064219522592	MCF2L	cg20923605;cg19891452
chr13	113540512	113540557	46	*	2	0.254622009597902	0.999926251081934	0.996358762589129	0.999973514994741	0.0283575531116795	0.0281211440758738	TMCO3	cg11462099;cg26666292
chr13	114165365	114165391	27	*	2	0.770580278754514	0.999926251081934	0.996358762589129	0.999973514994741	0.0059039620852512	0.00347634468456927	CFAP97D2	cg19120073;cg22448360
chr13	114964101	114964125	25	*	2	0.879830537580073	0.999926251081934	0.996358762589129	0.999973514994741	0.0368026052855926	0.0346924514475704	NA	cg24126612;cg03120147
chr13	114965537	114966314	778	*	2	0.999910303772056	0.999926251081934	0.996358762589129	0.999973514994741	-0.0138759403239558	-0.0022899701193521	NA	cg07615111;cg10875695
